Tên quán,Điểm đánh giá,Địa chỉ quán,Số người review,Link
Vịt Gà Nướng Hồng Thái - Đường Số 10,_._,"1 Đường Số 10, P. Tam Bình,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/vit-ga-nuong-hong-thai-duong-so-10
"Bé Ba Quán - Bún Mắm, Bún Măng & Cháo Vịt",_._,"117 Hồ Văn Tư, P. Trường Thọ,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/be-ba-quan-bun-mam-bun-mang-chao-vit
Quán Thoa Bắp Xào - Hột Vịt Lộn & Cá Viên Chiên - Kha Vạn Cân,_._,"658 Kha Vạn Cân, P. Linh Đông,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-thoa-bap-xao-hot-vit-lon-ca-vien-chien-kha-van-can
"Thiên Phú - Heo Quay, Vịt Quay, Gà Nướng Muối Ớt & Chân Giò Rút Xương",_._,"248 Lương Định Của, P. An Phú,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/thien-phu-heo-quay-vit-quay-ga-nuong-muoi-ot-chan-gio-rut-xuong
"Gỏi Cuốn, Gỏi Đu Đủ Tôm Thịt Bún Mắm Nêm Hột Vịt Lộn Ngô Chí Quốc - Gỏi Cuốn, Bún Mắm Nêm & Hột Vịt Lộn - Ngô Quốc Chí",_._,"54a9 Ngô Quốc Chí, P. Bình Chiểu,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/goi-cuon-goi-du-du-tom-thit-bun-mam-nem-hot-vit-lon-ngo-chi-quoc-goi-cuon-bun-mam-nem-hot-vit-lon-ngo-quoc-chi.jmfz7t
TÀI KÝ - Mì Vịt Tiềm & Cơm Chiên - Tô Ngọc Vân,_._,"470/17/24 Tô Ngọc Vân, P. Tam Phú,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tai-ky-mi-vit-tiem-com-chien-to-ngoc-van.bkuvmi
"Yumi Food - Hột Vịt Lộn, Khoai Lang & Bánh Tráng - Đường Số 8",_._,"48/2 Đường Số 8, P. Trường Thọ,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/yumi-food-hot-vit-lon-khoai-lang-banh-trang-duong-so-8
Vit Quay & Heo Quay Vinh Phát - Hiệp Bình,_._,"132 Hiệp Bình, P. Hiệp Bình Chánh,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/vit-quay-heo-quay-vinh-phat-hiep-binh
Wan Chai - Roast & Noodles - Gigamall,8.0,"Tầng 4 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh,Tp. Thủ Đức,TP. HCM",9,https://www.foody.vn/ho-chi-minh/wan-chai-roast-noodles-giga-mall
Quán Ăn Đức Linh,_._,"73 Tam Hà, P. Tam Phú,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-an-duc-linh
Quán Ốc Như Ý,3.6,"18 Đường Số 35, P. Linh Đông,Tp. Thủ Đức,TP. HCM",5,https://www.foody.vn/ho-chi-minh/quan-oc-nhu-y
Cô Chang - Món Ngon Bình Định,7.6,"6 Đường Số 7, P. Linh Trung,Tp. Thủ Đức,TP. HCM",1,https://www.foody.vn/ho-chi-minh/co-chang-mon-ngon-binh-dinh
Quán Ma Ma,_._,"19 Dân Chủ, P. Bình Thọ,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/quan-ma-ma
Đồ Ăn Vặt Phan Thiết - Đường Số 16,_._,"111/9B Đường Số 16, KP. 3, P. Hiệp Bình Chánh,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/do-an-vat-phan-thiet-duong-so-16
Mì Quảng Cà Ri Hạnh Nguyên - Phạm Văn Đồng,_._,"850 Phạm Văn Đồng, P. 5,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/mi-quang-ca-ri-hanh-nguyen-pham-van-dong
Ăn Vặt Anh Anh - Đường Số 9,_._,"14/5 Đường Số 9, Khu Phố 1, P. Hiệp Bình Chánh,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/an-vat-anh-anh-duong-so-9
Hủ Tiếu Mực Ông Già - Hủ Tiếu Mực - Hữu Nghị,_._,"35/13 Hữu Nghị, P. Bình Thọ,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/hu-tieu-muc-ong-gia-hu-tieu-muc-huu-nghi
Quán Phúc - Ốc & Lẩu Nướng,7.0,"61/39 Liên Tổ 40 - 43, P. Hiệp Bình Chánh,Tp. Thủ Đức,TP. HCM",1,https://www.foody.vn/ho-chi-minh/quan-phuc-oc-lau-nuong
Lệ Huyền 76 - Quán Bánh Xèo,4.2,"1C Hoàng Diệu, P. Linh Trung,Tp. Thủ Đức,TP. HCM",4,https://www.foody.vn/ho-chi-minh/le-huyen-76-quan-banh-xeo
Bột Chiên & Ăn Vặt - Đường Số 6,_._,"19 Đường Số 6, P. Bình Thọ,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/bot-chien-an-vat-duong-so-6
Ốc Đêm 02,_._,"120 Phạm Văn Đồng,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/oc-dem-02
"Trà Sữa, Bánh Bèo Chén & Ăn Vặt",_._,"25/1B Đường Số 27, KP. 9, P. Hiệp Bình Chánh,Tp. Thủ Đức,TP. HCM",0,https://www.foody.vn/ho-chi-minh/tra-sua-banh-beo-chen-an-vat
Mì Huỳnh Ký - Đặng Văn Bi,6.0,"196 Đặng Văn Bi, P. Bình Thọ,Tp. Thủ Đức,TP. HCM",1,https://www.foody.vn/ho-chi-minh/mi-huynh-ky-dang-van-bi
Hiếu Ký Mì Gia - Tô Ngọc Vân,5.8,"15 Tô Ngọc Vân, P. Linh Tây,Tp. Thủ Đức,TP. HCM",9,https://www.foody.vn/ho-chi-minh/hieu-ky-mi-gia-to-ngoc-van
Ăn Vặt Làng Đại Học,7.0,"Làng Đại Học,Tp. Thủ Đức,TP. HCM",50,https://www.foody.vn/ho-chi-minh/an-vat-lang-dai-hoc
Dê Thật - Kha Vạn Cân,10.0,"467 Kha Vạn Cân, P. Linh Đông,Tp. Thủ Đức,TP. HCM",1,https://www.foody.vn/ho-chi-minh/de-that-kha-van-can
